Project,Subproject,Treatment,Deployment Name,ID Type,Deployment ID,Sequence ID,Begin Time,End Time,Species Name,Common Name,Age,Sex,Individually Identifiable,Count,Actual Lat,Actual Lon,Fuzzed
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s12,2020-03-30T10:50:06,2020-03-30T10:50:11,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s13,2020-03-30T12:35:38,2020-03-30T12:35:40,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s14,2020-03-30T14:29:40,2020-03-30T14:29:50,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s15,2020-03-31T09:12:27,2020-03-31T09:12:49,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s16,2020-04-01T17:30:55,2020-04-01T17:31:04,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s17,2020-04-02T11:24:47,2020-04-02T11:24:50,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s18,2020-04-05T16:54:25,2020-04-05T16:55:38,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s18,2020-04-05T16:54:25,2020-04-05T16:55:38,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s19,2020-04-07T12:15:59,2020-04-07T12:16:02,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s2,2020-03-15T13:06:23,2020-03-15T13:06:40,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s20,2020-04-10T09:23:24,2020-04-10T09:23:26,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s21,2020-04-12T16:30:48,2020-04-12T16:30:50,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s22,2020-04-18T16:02:20,2020-04-18T16:02:40,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s23,2020-04-20T10:32:54,2020-04-20T10:33:07,Sus barbatus,Bearded Pig,Adult,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s24,2020-04-25T05:50:43,2020-04-25T05:50:51,Paguma larvata,Masked Palm Civet,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s25,2020-04-25T12:53:52,2020-04-25T12:53:57,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s26,2020-04-30T15:55:26,2020-04-30T15:55:50,Sus barbatus,Bearded Pig,Adult,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s27,2020-04-30T17:03:51,2020-04-30T17:04:06,Sus barbatus,Bearded Pig,Adult,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s28,2020-05-01T12:08:21,2020-05-01T12:08:23,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s29,2020-05-07T01:01:25,2020-05-07T01:01:27,Hemigalus derbyanus,Banded Civet,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s3,2020-03-15T20:20:44,2020-03-15T20:20:46,Trichys fasciculata,Long-tailed Porcupine,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s30,2020-05-07T11:01:15,2020-05-07T11:02:12,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s30,2020-05-07T11:01:15,2020-05-07T11:02:12,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s31,2020-05-16T09:51:55,2020-05-16T09:52:00,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s32,2020-05-16T13:03:53,2020-05-16T13:03:55,Herpestes brachyurus,Short-tailed Mongoose,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s33,2020-05-17T09:13:12,2020-05-17T09:13:34,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s34,2020-05-17T09:25:39,2020-05-17T09:25:43,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s35,2020-05-20T07:35:52,2020-05-20T07:35:59,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s36,2020-05-20T07:37:19,2020-05-20T07:37:43,Sus barbatus,Bearded Pig,Adult,Unknown,N,3,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s37,2020-05-24T10:27:43,2020-05-24T10:28:25,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s38,2020-05-24T10:30:51,2020-05-24T10:30:53,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s39,2020-05-25T12:17:55,2020-05-25T12:17:58,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s4,2020-03-18T13:13:08,2020-03-18T13:13:32,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s40,2020-05-25T17:01:36,2020-05-25T17:01:38,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s41,2020-05-27T09:28:11,2020-05-27T09:28:17,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s42,2020-05-29T14:52:28,2020-05-29T14:52:29,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s43,2020-05-30T08:46:39,2020-05-30T08:46:44,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s44,2020-06-16T17:23:00,2020-06-16T17:23:09,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s45,2020-06-16T17:28:18,2020-06-16T17:28:22,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s46,2020-06-17T06:36:38,2020-06-17T06:36:40,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s47,2020-06-17T07:06:46,2020-06-17T07:06:48,Muntiacus species,Muntiacus species,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s48,2020-06-17T18:58:53,2020-06-17T18:59:11,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s49,2020-06-18T12:16:37,2020-06-18T12:16:39,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s5,2020-03-18T13:15:03,2020-03-18T13:15:05,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s50,2020-06-21T08:54:45,2020-06-21T08:54:47,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s51,2020-06-25T18:38:23,2020-06-25T18:38:39,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s52,2020-06-25T22:58:15,2020-06-25T22:58:18,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s53,2020-06-30T19:39:08,2020-06-30T19:39:10,Hemigalus derbyanus,Banded Civet,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s54,2020-07-02T12:43:23,2020-07-02T12:43:25,Sus barbatus,Bearded Pig,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s55,2020-07-05T01:53:46,2020-07-05T01:53:51,No Animal,No Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s56,2020-07-06T20:46:46,2020-07-06T20:46:48,Animal Not on List,Animal Not on List,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s57,2020-07-11T12:59:31,2020-07-11T12:59:33,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s58,2020-07-11T13:04:45,2020-07-11T13:04:46,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s59,2020-07-14T19:40:49,2020-07-14T19:40:50,Neofelis diardi,Sunda Clouded Leopard,Adult,Unknown,Y,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s6,2020-03-20T10:56:20,2020-03-20T10:56:22,Sus barbatus,Bearded Pig,Unknown,Unknown,N,3,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s60,2020-07-15T14:29:04,2020-07-15T14:29:45,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s61,2020-07-16T08:44:10,2020-07-16T08:44:12,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s62,2020-07-16T11:13:01,2020-07-16T11:13:27,Camera Trapper,Camera Trapper,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s7,2020-03-21T13:29:20,2020-03-21T13:29:23,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s8,2020-03-22T17:44:59,2020-03-22T17:45:05,Muntiacus species,Muntiacus species,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s9,2020-03-23T09:14:48,2020-03-23T09:16:22,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s1,2020-10-11T11:13:36,2020-10-11T11:13:51,Camera Trapper,Camera Trapper,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s10,2020-10-29T04:11:09,2020-10-29T04:11:11,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s11,2020-10-29T06:46:03,2020-10-29T06:46:16,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s12,2020-10-29T06:47:23,2020-10-29T06:47:24,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s13,2020-10-29T16:49:04,2020-10-29T16:49:08,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s14,2020-10-29T18:43:10,2020-10-29T18:43:17,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s15,2020-10-29T22:39:40,2020-10-29T22:39:49,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s16,2020-10-31T18:00:11,2020-10-31T18:00:15,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s17,2020-11-01T02:50:49,2020-11-01T02:50:51,Paguma larvata,Masked Palm Civet,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s18,2020-11-01T12:22:52,2020-11-01T12:23:01,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s19,2020-11-02T02:29:25,2020-11-02T02:29:27,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s2,2020-10-11T11:15:50,2020-10-11T11:17:20,Camera Trapper,Camera Trapper,Unknown,Unknown,N,5,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s20,2020-11-02T07:40:11,2020-11-02T07:40:13,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s21,2020-11-04T02:09:20,2020-11-04T02:09:29,Sus barbatus,Bearded Pig,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s22,2020-11-04T02:17:27,2020-11-04T02:17:40,Sus barbatus,Bearded Pig,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s23,2020-11-05T23:14:43,2020-11-05T23:14:44,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s24,2020-11-07T06:09:03,2020-11-07T06:09:13,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s25,2020-11-07T17:06:49,2020-11-07T17:06:51,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s26,2020-11-08T05:33:22,2020-11-08T05:33:33,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s27,2020-11-08T09:11:29,2020-11-08T09:11:31,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s28,2020-11-10T00:01:07,2020-11-10T00:01:09,Muntiacus muntjak,Southern Red Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s29,2020-11-12T07:19:32,2020-11-12T07:19:38,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s3,2020-10-12T18:14:56,2020-10-12T18:15:37,Helarctos malayanus,Sun Bear,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s30,2020-11-12T07:37:22,2020-11-12T07:37:28,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s31,2020-11-12T07:38:55,2020-11-12T07:39:01,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s32,2020-11-12T17:15:57,2020-11-12T17:15:59,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s33,2020-11-12T17:17:33,2020-11-12T17:17:34,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s34,2020-11-13T15:41:14,2020-11-13T15:41:16,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s35,2020-11-14T17:52:52,2020-11-14T17:52:55,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s36,2020-11-16T20:51:21,2020-11-16T20:51:36,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s37,2020-11-17T06:02:51,2020-11-17T06:02:53,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s38,2020-11-18T07:21:15,2020-11-18T07:21:18,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s39,2020-11-19T16:24:25,2020-11-19T16:24:27,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s4,2020-10-13T02:50:33,2020-10-13T02:50:52,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s40,2020-11-19T18:49:18,2020-11-19T18:49:21,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s41,2020-11-21T00:25:15,2020-11-21T00:25:43,Muntiacus species,Muntiacus species,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s41,2020-11-21T00:25:15,2020-11-21T00:25:43,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s42,2020-11-21T06:53:02,2020-11-21T06:53:04,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s43,2020-11-22T15:58:40,2020-11-22T15:58:48,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s44,2020-11-23T02:03:03,2020-11-23T02:03:06,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s45,2020-11-24T16:53:20,2020-11-24T16:53:22,Muntiacus species,Muntiacus species,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Dec21,Researcher,d74231,d74231s46,2020-11-24T16:57:47,2020-11-24T16:57:49,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
