project_id,deployment_id,subproject_name,subproject_design,placename,longitude,latitude,start_date,end_date,event_name,event_description,event_type,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,recorded_by,plot_treatment,plot_treatment_description,detection_distance
p197,Plot19-Jan20_d64587,Buffer Forest,,Plot19-Jan20,112.00227,1.40526,2019-10-20 00:00:00,2019-10-20 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot42-Jan20_d64610,Sanctuary Forest,,Plot42-Jan20,112.00824,1.43917,2019-10-25 00:00:00,2020-01-10 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot30-Jan20_d64598,Sanctuary Forest,,Plot30-Jan20,112.02754,1.41805,2019-10-23 00:00:00,2019-12-01 00:00:00,,,,None,,None,,SCBI-55,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot39-Jan20_d64607,Sanctuary Forest,,Plot39-Jan20,112.02428,1.42094,2019-10-23 00:00:00,2020-01-09 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot41-Jan20_d64609,Sanctuary Forest,,Plot41-Jan20,112.00906,1.44364,2019-10-25 00:00:00,2020-01-10 00:00:00,,,,None,,None,,WLS-06,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9
p197,Plot40-Jan20_d64608,Sanctuary Forest,,Plot40-Jan20,112.01592,1.41917,2019-10-23 00:00:00,2020-01-12 00:00:00,,,,None,,None,,NRC-134,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9
p197,Plot20-Jan20_d64588,Buffer Forest,,Plot20-Jan20,112.00363,1.41058,2019-10-20 00:00:00,2019-11-01 00:00:00,,,,None,,None,,SCBI-85,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.4
p197,Plot43-Jan20_d64611,Sanctuary Forest,,Plot43-Jan20,112.00675,1.43407,2019-10-25 00:00:00,2020-01-10 00:00:00,,,,None,,None,,SCBI-48,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot14-May2019_d54942,Reserve Forest,,Plot14-May2019,111.99928,1.39225,2019-03-30 00:00:00,2019-05-08 00:00:00,,,,None,,None,,NRC-76,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot46-May2019_d54974,Buffer Forest,,Plot46-May2019,112.00732,1.40814,2019-03-11 00:00:00,2019-05-12 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot50-May2019_d54978,Buffer Forest,,Plot50-May2019,111.99641,1.42020,2019-03-12 00:00:00,2019-05-13 00:00:00,,,,None,,None,,SCBI-72,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot04-July2019_d60231,Reserve Forest,,Plot04-July2019,111.97739,1.39488,2019-05-13 00:00:00,2019-07-14 00:00:00,,,,None,,None,,NRC101,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot23-July18_d46666,Sanctuary Forest,,Plot23-July18,112.00882,1.42287,2018-05-16 00:00:00,2018-07-13 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.6
p197,Plot30-July18_d46673,Sanctuary Forest,,Plot30-July18,112.02754,1.41805,2018-05-15 00:00:00,2018-07-12 00:00:00,,,,None,,None,,SCBI-55,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot24-July18_d46667,Sanctuary Forest,,Plot24-July18,112.00339,1.41835,2018-05-15 00:00:00,2018-05-20 00:00:00,,,,None,,None,,SCBI-1012,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot20-July18_d46663,Buffer Forest,,Plot20-July18,112.00363,1.41058,2018-05-17 00:00:00,2018-05-20 00:00:00,,,,None,,None,,SCBI-53,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.4
p197,Plot13-Oct2019_d62623,Reserve Forest,,Plot13-Oct2019,111.99262,1.40981,2019-07-13 00:00:00,2019-10-14 00:00:00,,,,None,,None,,NRC-151,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot33-Oct2019_d62643,Sanctuary Forest,,Plot33-Oct2019,112.00983,1.41524,2019-07-07 00:00:00,2019-08-05 00:00:00,,,,None,,None,,SCBI-63,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot45-July2019_d60272,Sanctuary Forest,,Plot45-July2019,112.01266,1.43755,2019-05-09 00:00:00,2019-07-10 00:00:00,,,,None,,None,,SCBI-91,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot44-July18_d46687,Sanctuary Forest,,Plot44-July18,112.01313,1.44332,2018-05-15 00:00:00,2018-07-16 00:00:00,,,,None,,None,,FONZ-09,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,5
p197,Plot08-Oct2019_d62618,Reserve Forest,,Plot08-Oct2019,111.99784,1.39903,2019-07-13 00:00:00,2019-10-16 00:00:00,,,,None,,None,,NRC123,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8.2
p197,Plot35-July18_d46678,Sanctuary Forest,,Plot35-July18,112.01889,1.41632,2018-05-14 00:00:00,2018-05-26 00:00:00,,,,None,,None,,SCBI-52,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9.5
p197,Plot26-Oct2019_d62636,Sanctuary Forest,,Plot26-Oct2019,112.00652,1.42851,2019-07-10 00:00:00,2019-10-21 00:00:00,,,,None,,None,,NRC-140,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot36-Oct2019_d62646,Sanctuary Forest,,Plot36-Oct2019,112.02224,1.41936,2019-07-05 00:00:00,2019-07-11 00:00:00,,,,None,,None,,FONZ-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot25-July2019_d60252,Sanctuary Forest,,Plot25-July2019,112.00533,1.42268,2019-05-09 00:00:00,2019-05-17 00:00:00,,,,None,,None,,NRC-81,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot47-Oct2019_d62657,Reserve Forest,,Plot47-Oct2019,111.99307,1.38718,2019-07-13 00:00:00,2019-07-25 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot09-Jan20_d64577,Reserve Forest,,Plot09-Jan20,112.00162,1.40046,2019-10-16 00:00:00,2019-12-18 00:00:00,,,,None,,None,,SCBI-68,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot14-July2017_d27903,Reserve Forest,,Plot14-July2017,111.99928,1.39225,2017-05-08 00:00:00,2017-07-23 00:00:00,,,,None,,None,,Yag10,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot12-May2019_d54940,Reserve Forest,,Plot12-May2019,111.99201,1.40484,2019-03-17 00:00:00,2019-04-03 00:00:00,,,,None,,None,,SI-07,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot30-Sep2018_d49553,Sanctuary Forest,,Plot30-Sep2018,112.02754,1.41805,2017-11-21 00:00:00,2018-01-21 00:00:00,,,,None,,None,,FONZ-10,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot40-May2019_d54968,Sanctuary Forest,,Plot40-May2019,112.01592,1.41917,2019-03-09 00:00:00,2019-05-11 00:00:00,,,,None,,None,,NRC-134,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9
p197,Plot13-July18_d46656,Reserve Forest,,Plot13-July18,111.99262,1.40981,2018-05-20 00:00:00,2018-07-22 00:00:00,,,,None,,None,,SI-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot08-Jan20_d64576,Reserve Forest,,Plot08-Jan20,111.99784,1.39903,2019-10-16 00:00:00,2020-01-03 00:00:00,,,,None,,None,,NRC123,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8.2
p197,Plot31-Jan20_d64599,Sanctuary Forest,,Plot31-Jan20,112.01243,1.41957,2019-10-25 00:00:00,2020-01-12 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot07-July2019_d60234,Reserve Forest,,Plot07-July2019,111.99400,1.40039,2019-05-11 00:00:00,2019-07-03 00:00:00,,,,None,,None,,CAM-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.7
p197,Plot29-May2018_d43948,Sanctuary Forest,,Plot29-May2018,112.02399,1.41649,2018-03-22 00:00:00,2018-05-14 00:00:00,,,,None,,None,,0,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot09-Mar2019_d51831,Reserve Forest,,Plot09-Mar2019,112.00162,1.40046,2019-01-12 00:00:00,2019-03-06 00:00:00,,,,None,,None,,NRC-117,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot26-Nov2018_d49599,Sanctuary Forest,,Plot26-Nov2018,112.00652,1.42851,2018-09-24 00:00:00,2018-11-04 00:00:00,,,,None,,None,,SI-12,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot12-Sep2018_d49535,Reserve Forest,,Plot12-Sep2018,111.99201,1.40484,2018-07-22 00:00:00,2018-08-01 00:00:00,,,,None,,None,,SI-07,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,T01_jan_20_d66437,LEWS Elevational Transect,,T01_jan_20,112.00234,1.41847,2020-01-16 00:00:00,2020-03-11 00:00:00,,,,None,,None,,T01,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T00_jan_20_d66436,LEWS Elevational Transect,,T00_jan_20,112.00432,1.41750,2020-01-13 00:00:00,2020-02-26 00:00:00,,,,None,,None,,T00,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T06_jan_20_d66306,LEWS Elevational Transect,,T06_jan_20,111.99618,1.43607,2020-01-12 00:00:00,2020-03-13 00:00:00,,,,None,,None,,T06,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T02_jan_20_d66438,LEWS Elevational Transect,,T02_jan_20,112.00401,1.42898,2020-01-12 00:00:00,2020-03-12 00:00:00,,,,None,,None,,T02,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T10_jan_20_d66310,LEWS Elevational Transect,,T10_jan_20,111.99567,1.43833,2020-01-11 00:00:00,2020-03-09 00:00:00,,,,None,,None,,T10,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T03_jan_20_d66439,LEWS Elevational Transect,,T03_jan_20,112.00288,1.42988,2020-01-12 00:00:00,2020-03-12 00:00:00,,,,None,,None,,T03,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T09_jan_20_d66309,LEWS Elevational Transect,,T09_jan_20,111.99513,1.43931,2020-01-11 00:00:00,2020-03-13 00:00:00,,,,None,,None,,T09,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T07_jan_20_d66307,LEWS Elevational Transect,,T07_jan_20,111.99468,1.44025,2020-01-11 00:00:00,2020-03-13 00:00:00,,,,None,,None,,T07,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T11_jan_20_d66311,LEWS Elevational Transect,,T11_jan_20,111.99191,1.44708,2020-01-11 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T11,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T08_jan_20_d66308,LEWS Elevational Transect,,T08_jan_20,111.99559,1.43702,2020-01-11 00:00:00,2020-03-13 00:00:00,,,,None,,None,,T08,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T05_jan_20_d66305,LEWS Elevational Transect,,T05_jan_20,111.99747,1.43597,2020-01-12 00:00:00,2020-03-13 00:00:00,,,,None,,None,,T05,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T04_jan_20_d66440,LEWS Elevational Transect,,T04_jan_20,111.99843,1.43555,2020-01-12 00:00:00,2020-03-13 00:00:00,,,,None,,None,,T04,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T13_jan_20_d66313,LEWS Elevational Transect,,T13_jan_20,111.99260,1.44238,2020-01-09 00:00:00,2020-03-15 00:00:00,,,,None,,None,,T13,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T16_jan_20_d66316,LEWS Elevational Transect,,T16_jan_20,111.99133,1.44898,2020-01-11 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T16,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T31_jan_20_d66329,LEWS Elevational Transect,,T31_jan_20,111.97249,1.46627,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T31,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T12_jan_20_d66312,LEWS Elevational Transect,,T12_jan_20,111.99335,1.44135,2020-01-09 00:00:00,2020-03-15 00:00:00,,,,None,,None,,T12,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T17_jan_20_d66317,LEWS Elevational Transect,,T17_jan_20,111.99104,1.45075,2020-01-11 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T17,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T15_jan_20_d66315,LEWS Elevational Transect,,T15_jan_20,111.99193,1.44038,2020-01-09 00:00:00,2020-03-15 00:00:00,,,,None,,None,,T15,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T14_jan_20_d66314,LEWS Elevational Transect,,T14_jan_20,111.99176,1.44141,2020-01-09 00:00:00,2020-03-15 00:00:00,,,,None,,None,,T14,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T32_jan_20_d66330,LEWS Elevational Transect,,T32_jan_20,111.97278,1.46582,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T32,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T33_jan_20_d66331,LEWS Elevational Transect,,T33_jan_20,111.96959,1.46668,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T33,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T34_jan_20_d66332,LEWS Elevational Transect,,T34_jan_20,111.96819,1.46661,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T34,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T01_mar_20_d68240,LEWS Elevational Transect,,T01_mar_20,112.00234,1.41847,2020-03-11 00:00:00,2020-04-29 00:00:00,,,,None,,None,,P800HH08219156,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T19_mar_20_d68258,LEWS Elevational Transect,,T19_mar_20,111.98093,1.45674,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB213,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T14_mar_20_d68253,LEWS Elevational Transect,,T14_mar_20,111.99176,1.44141,2020-03-15 00:00:00,2020-07-13 00:00:00,,,,None,,None,,SCB84,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T07_mar_20_d68246,LEWS Elevational Transect,,T07_mar_20,111.99468,1.44025,2020-03-13 00:00:00,2020-04-23 00:00:00,,,,None,,None,,SCB200,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T03_mar_20_d68242,LEWS Elevational Transect,,T03_mar_20,112.00288,1.42988,2020-03-12 00:00:00,2020-07-10 00:00:00,,,,None,,None,,SCB47,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T05_mar_20_d68244,LEWS Elevational Transect,,T05_mar_20,111.99747,1.43597,2020-03-13 00:00:00,2020-03-29 00:00:00,,,,None,,None,,SCB179,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T20_mar_20_d68259,LEWS Elevational Transect,,T20_mar_20,111.98022,1.45832,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,WLS04,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T04_mar_20_d68243,LEWS Elevational Transect,,T04_mar_20,111.99843,1.43555,2020-03-13 00:00:00,2020-04-12 00:00:00,,,,None,,None,,SCB29,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T06_mar_20_d68245,LEWS Elevational Transect,,T06_mar_20,111.99618,1.43607,2020-03-13 00:00:00,2020-07-11 00:00:00,,,,None,,None,,SCB221,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T22_mar_20_d68261,LEWS Elevational Transect,,T22_mar_20,111.98232,1.45534,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB118,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T18_mar_20_d68257,LEWS Elevational Transect,,T18_mar_20,111.98647,1.45414,2020-03-14 00:00:00,2020-06-11 00:00:00,,,,None,,None,,SCB219,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T13_mar_20_d68252,LEWS Elevational Transect,,T13_mar_20,111.99260,1.44238,2020-03-15 00:00:00,2020-07-13 00:00:00,,,,None,,None,,SCB60,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T09_mar_20_d68248,LEWS Elevational Transect,,T09_mar_20,111.99513,1.43931,2020-03-13 00:00:00,2020-07-11 00:00:00,,,,None,,None,,500,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T08_mar_20_d68247,LEWS Elevational Transect,,T08_mar_20,111.99559,1.43702,2020-03-13 00:00:00,2020-07-11 00:00:00,,,,None,,None,,SCB220,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T21_mar_20_d68260,LEWS Elevational Transect,,T21_mar_20,111.97992,1.45978,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB178,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T17_mar_20_d68256,LEWS Elevational Transect,,T17_mar_20,111.99104,1.45075,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB80,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T15_mar_20_d68254,LEWS Elevational Transect,,T15_mar_20,111.99193,1.44038,2020-03-15 00:00:00,2020-07-13 00:00:00,,,,None,,None,,SCB40,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T16_mar_20_d68255,LEWS Elevational Transect,,T16_mar_20,111.99133,1.44898,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB09,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T12_mar_20_d68251,LEWS Elevational Transect,,T12_mar_20,111.99335,1.44135,2020-03-15 00:00:00,2020-07-13 00:00:00,,,,None,,None,,SCB218,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T11_mar_20_d68250,LEWS Elevational Transect,,T11_mar_20,111.99191,1.44708,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,WLS-03,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T02_mar_20_d68241,LEWS Elevational Transect,,T02_mar_20,112.00401,1.42898,2020-03-12 00:00:00,2020-07-10 00:00:00,,,,None,,None,,SCB01,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T25_mar_20_d68264,LEWS Elevational Transect,,T25_mar_20,111.97845,1.46380,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB37,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T23_mar_20_d68262,LEWS Elevational Transect,,T23_mar_20,111.98067,1.45762,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,WLS-07,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T26_mar_20_d68265,LEWS Elevational Transect,,T26_mar_20,111.97861,1.46474,2020-03-13 00:00:00,2020-07-11 00:00:00,,,,None,,None,,SCB173,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T24_mar_20_d68263,LEWS Elevational Transect,,T24_mar_20,111.97936,1.46192,2020-03-14 00:00:00,2020-04-13 00:00:00,,,,None,,None,,WLS-13,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T31_mar_20_d68270,LEWS Elevational Transect,,T31_mar_20,111.97249,1.46627,2020-03-14 00:00:00,2020-05-06 00:00:00,,,,None,,None,,SCB69,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T29_mar_20_d68268,LEWS Elevational Transect,,T29_mar_20,111.97400,1.46598,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB213,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T28_mar_20_d68267,LEWS Elevational Transect,,T28_mar_20,111.97694,1.46608,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB111,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T35_mar_20_d68274,LEWS Elevational Transect,,T35_mar_20,112.00432,1.41750,2020-03-11 00:00:00,2020-03-11 00:00:00,,,,None,,None,,SCB155,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T30_mar_20_d68269,LEWS Elevational Transect,,T30_mar_20,111.97503,1.46603,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB122,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T37_mar_20_d68276,LEWS Elevational Transect,,T37_mar_20,112.00533,1.42268,2020-03-12 00:00:00,2020-07-10 00:00:00,,,,None,,None,,SCB89,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T34_mar_20_d68273,LEWS Elevational Transect,,T34_mar_20,111.96819,1.46661,2020-03-14 00:00:00,2020-04-11 00:00:00,,,,None,,None,,SCB34,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T33_mar_20_d68272,LEWS Elevational Transect,,T33_mar_20,111.96959,1.46668,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB21,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T36_mar_20_d68275,LEWS Elevational Transect,,T36_mar_20,112.00339,1.41835,2020-03-11 00:00:00,2020-03-25 00:00:00,,,,None,,None,,P800HK05277124,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T27_mar_20_d68266,LEWS Elevational Transect,,T27_mar_20,111.97311,1.46609,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB79,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T32_mar_20_d68271,LEWS Elevational Transect,,T32_mar_20,111.97278,1.46582,2020-03-14 00:00:00,2020-07-12 00:00:00,,,,None,,None,,SCB71,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T25_jan_20_d66323,LEWS Elevational Transect,,T25_jan_20,111.97845,1.46380,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T25,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T26_jan_20_d66324,LEWS Elevational Transect,,T26_jan_20,111.97861,1.46474,2020-01-10 00:00:00,2020-03-13 00:00:00,,,,None,,None,,T26,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T22_jan_20_d66320,LEWS Elevational Transect,,T22_jan_20,111.98232,1.45534,2020-01-10 00:00:00,2020-03-13 00:00:00,,,,None,,None,,T22,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T21_jan_20_d66319,LEWS Elevational Transect,,T21_jan_20,111.97992,1.45978,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T21,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T20_jan_20_d66318,LEWS Elevational Transect,,T20_jan_20,111.98022,1.45832,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T20,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T27_jan_20_d66325,LEWS Elevational Transect,,T27_jan_20,111.97311,1.46609,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T27,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T30_jan_20_d66328,LEWS Elevational Transect,,T30_jan_20,111.97503,1.46603,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T30,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T23_jan_20_d66321,LEWS Elevational Transect,,T23_jan_20,111.98067,1.45762,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T23,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T24_jan_20_d66322,LEWS Elevational Transect,,T24_jan_20,111.97936,1.46192,2020-01-10 00:00:00,2020-02-29 00:00:00,,,,None,,None,,T24,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T28_jan_20_d66326,LEWS Elevational Transect,,T28_jan_20,111.97694,1.46608,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T28,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T29_jan_20_d66327,LEWS Elevational Transect,,T29_jan_20,111.97400,1.46598,2020-01-10 00:00:00,2020-03-14 00:00:00,,,,None,,None,,T29,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T01_july_20_d72068,LEWS Elevational Transect,,T01_july_20,112.00234,1.41847,2020-07-10 00:00:00,2020-10-17 00:00:00,,,,None,,None,,SCB148,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T03_july_20_d72070,LEWS Elevational Transect,,T03_july_20,112.00288,1.42988,2020-07-10 00:00:00,2020-10-15 00:00:00,,,,None,,None,,SCB47,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T02_july_20_d72069,LEWS Elevational Transect,,T02_july_20,112.00401,1.42898,2020-07-10 00:00:00,2020-10-15 00:00:00,,,,None,,None,,SCB01,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T38_july_20_d72105,LEWS Elevational Transect,,T38_july_20,112.00652,1.42851,2020-07-10 00:00:00,2020-10-15 00:00:00,,,,None,,None,,UNK,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T28_july_20_d72095,LEWS Elevational Transect,,T28_july_20,111.97694,1.46608,2020-07-12 00:00:00,2020-10-13 00:00:00,,,,None,,None,,SCB111,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T29_july_20_d72096,LEWS Elevational Transect,,T29_july_20,111.97400,1.46598,2020-07-12 00:00:00,2020-10-13 00:00:00,,,,None,,None,,SCB213,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T30_july_20_d72097,LEWS Elevational Transect,,T30_july_20,111.97249,1.46603,2020-07-12 00:00:00,2020-08-25 00:00:00,,,,None,,None,,SCB122,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T32_july_20_d72099,LEWS Elevational Transect,,T32_july_20,111.97278,1.46582,2020-07-12 00:00:00,2020-10-13 00:00:00,,,,None,,None,,SCB71,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T34_july_20_d72101,LEWS Elevational Transect,,T34_july_20,111.96819,1.46661,2020-07-12 00:00:00,2020-08-05 00:00:00,,,,None,,None,,SCB34,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T35_july_20_d72102,LEWS Elevational Transect,,T35_july_20,112.00432,1.41750,2020-07-10 00:00:00,2020-09-21 00:00:00,,,,None,,None,,SCB155,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
