project_id,deployment_id,subproject_name,subproject_design,placename,longitude,latitude,start_date,end_date,event_name,event_description,event_type,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,recorded_by,plot_treatment,plot_treatment_description,detection_distance
p197,Plot09-Nov2017_d36328,Reserve Forest,,Plot09-Nov2017,112.00162,1.40046,2017-09-13 00:00:00,2017-11-21 00:00:00,,,,None,,None,,SCBI-68,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot08-Nov2017_d36327,Reserve Forest,,Plot08-Nov2017,111.99784,1.39903,2017-09-13 00:00:00,2017-11-21 00:00:00,,,,None,,None,,NRC123,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot06-Nov2017_d36325,Reserve Forest,,Plot06-Nov2017,111.99057,1.39679,2017-09-22 00:00:00,2017-11-21 00:00:00,,,,None,,None,,SCBI-62,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot18-Nov2017_d36337,Buffer Forest,,Plot18-Nov2017,112.00639,1.40089,2017-09-13 00:00:00,2017-11-17 00:00:00,,,,None,,None,,YAG-9,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot35-Nov2017_d36354,Sanctuary Forest,,Plot35-Nov2017,112.01889,1.41632,2017-09-17 00:00:00,2017-11-04 00:00:00,,,,None,,None,,NRC-999,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot29-Nov2017_d36348,Sanctuary Forest,,Plot29-Nov2017,112.02399,1.41649,2017-09-14 00:00:00,2017-11-14 00:00:00,,,,None,,None,,0,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot24-Nov2017_d36343,Sanctuary Forest,,Plot24-Nov2017,112.00339,1.41835,2017-09-18 00:00:00,2017-10-04 00:00:00,,,,None,,None,,NRC-151,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot22-Nov2017_d36341,Sanctuary Forest,,Plot22-Nov2017,112.01033,1.41866,2017-09-16 00:00:00,2017-11-20 00:00:00,,,,None,,None,,SCBI-54,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot41-Nov2017_d36360,Sanctuary Forest,,Plot41-Nov2017,112.00906,1.44364,2017-09-19 00:00:00,2017-11-15 00:00:00,,,,None,,None,,FONZ-03,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot45-Nov2017_d36364,Sanctuary Forest,,Plot45-Nov2017,112.01266,1.43755,2017-09-19 00:00:00,2017-11-19 00:00:00,,,,None,,None,,FONZ-02,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot21-Nov2017_d36340,Sanctuary Forest,,Plot21-Nov2017,112.00695,1.41658,2017-09-16 00:00:00,2017-11-20 00:00:00,,,,None,,None,,YAG-05,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot44-Nov2017_d36363,Sanctuary Forest,,Plot44-Nov2017,112.01313,1.44332,2017-09-19 00:00:00,2017-10-25 00:00:00,,,,None,,None,,FONZ-09,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot40-Nov2017_d36359,Sanctuary Forest,,Plot40-Nov2017,112.01592,1.41917,2017-09-15 00:00:00,2017-11-16 00:00:00,,,,None,,None,,YAG-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot38-Nov2017_d36357,Sanctuary Forest,,Plot38-Nov2017,112.01743,1.42203,2017-09-20 00:00:00,2017-10-06 00:00:00,,,,None,,None,,FONZ-06,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot43-Nov2017_d36362,Sanctuary Forest,,Plot43-Nov2017,112.00675,1.43407,2017-09-19 00:00:00,2017-09-20 00:00:00,,,,None,,None,,FONZ-01,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot39-Nov2017_d36358,Sanctuary Forest,,Plot39-Nov2017,112.02428,1.42094,2017-09-14 00:00:00,2017-11-14 00:00:00,,,,None,,None,,NRC-114,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot31-Nov2017_d36350,Sanctuary Forest,,Plot31-Nov2017,112.01243,1.41957,2017-09-20 00:00:00,2017-11-20 00:00:00,,,,None,,None,,SI-11,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot42-Nov2017_d36361,Sanctuary Forest,,Plot42-Nov2017,112.00824,1.43917,2017-09-19 00:00:00,2017-11-15 00:00:00,,,,None,,None,,FONZ-04,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot26-Nov2017_d36345,Sanctuary Forest,,Plot26-Nov2017,112.00652,1.42851,2017-09-18 00:00:00,2017-11-18 00:00:00,,,,None,,None,,SI-12,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot16-Nov2017_d36335,Buffer Forest,,Plot16-Nov2017,112.01359,1.41116,2017-09-16 00:00:00,2017-10-06 00:00:00,,,,None,,None,,0,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot19-Nov2017_d36338,Buffer Forest,,Plot19-Nov2017,112.00227,1.40526,2017-09-13 00:00:00,2017-11-17 00:00:00,,,,None,,None,,YAG-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot20-Nov2017_d36339,Buffer Forest,,Plot20-Nov2017,112.00363,1.41058,2017-09-17 00:00:00,2017-11-17 00:00:00,,,,None,,None,,SCBI--53,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot36-Jan2018_d38071,Sanctuary Forest,,Plot36-Jan2018,112.02224,1.41936,2017-11-14 00:00:00,2018-01-11 00:00:00,,,,None,,None,,FONZ-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot33-Nov2017_d36352,Sanctuary Forest,,Plot33-Nov2017,112.00983,1.41524,2017-09-15 00:00:00,2017-11-16 00:00:00,,,,None,,None,,SCBI-63,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot28-Nov2017_d36347,Sanctuary Forest,,Plot28-Nov2017,112.02124,1.41436,2017-09-17 00:00:00,2017-11-14 00:00:00,,,,None,,None,,SI-13,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot43-Jan2018_d38078,Sanctuary Forest,,Plot43-Jan2018,112.00675,1.43407,2017-11-15 00:00:00,2018-01-05 00:00:00,,,,None,,None,,FONZ-01,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot32-Nov2017_d36351,Sanctuary Forest,,Plot32-Nov2017,112.01208,1.41732,2017-09-15 00:00:00,2017-11-16 00:00:00,,,,None,,None,,YA63,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot36-Nov2017_d36355,Sanctuary Forest,,Plot36-Nov2017,112.02224,1.41936,2017-09-14 00:00:00,2017-11-14 00:00:00,,,,None,,None,,FONZ-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot34-Nov2017_d36353,Sanctuary Forest,,Plot34-Nov2017,112.01388,1.41566,2017-09-15 00:00:00,2017-11-16 00:00:00,,,,None,,None,,SCBI-56,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot25-Nov2017_d36344,Sanctuary Forest,,Plot25-Nov2017,112.00533,1.42268,2017-09-18 00:00:00,2017-11-18 00:00:00,,,,None,,None,,SI-11,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot44-Jan2018_d38079,Sanctuary Forest,,Plot44-Jan2018,112.01313,1.44332,2017-11-19 00:00:00,2018-01-16 00:00:00,,,,None,,None,,FONZ-09,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot47-Mar2018_d39033,Reserve Forest,,Plot47-Mar2018,111.99307,1.38718,2018-01-20 00:00:00,2018-03-16 00:00:00,,,,None,,None,,SI-1004,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot01-Mar2018_d38987,Reserve Forest,,Plot01-Mar2018,111.98443,1.38705,2018-01-20 00:00:00,2018-03-16 00:00:00,,,,None,,None,,SCBI-46,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot45-Jan2018_d38080,Sanctuary Forest,,Plot45-Jan2018,112.01266,1.43755,2017-11-19 00:00:00,2018-01-16 00:00:00,,,,None,,None,,FONZ-02,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot06-Mar2018_d38992,Reserve Forest,,Plot06-Mar2018,111.99057,1.39679,2018-01-21 00:00:00,2018-03-19 00:00:00,,,,None,,None,,SCBI-62,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot38-Jan2018_d38073,Sanctuary Forest,,Plot38-Jan2018,112.01743,1.42203,2017-11-20 00:00:00,2018-01-13 00:00:00,,,,None,,None,,FONZ-06,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot05-Mar2018_d38991,Reserve Forest,,Plot05-Mar2018,111.97807,1.40016,2018-01-20 00:00:00,2018-03-17 00:00:00,,,,None,,None,,SCBI-57,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot49-Mar2018_d39035,Buffer Forest,,Plot49-Mar2018,111.99940,1.41265,2018-01-19 00:00:00,2018-03-23 00:00:00,,,,None,,None,,SCBI-1010,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot46-Mar2018_d39032,Buffer Forest,,Plot46-Mar2018,112.00732,1.40814,2018-01-12 00:00:00,2018-03-23 00:00:00,,,,None,,None,,SI-1002,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot40-Mar2018_d39026,Sanctuary Forest,,Plot40-Mar2018,112.01592,1.41917,2018-01-13 00:00:00,2018-03-26 00:00:00,,,,None,,None,,YAG-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot50-Mar2018_d39036,Buffer Forest,,Plot50-Mar2018,111.99641,1.42020,2018-01-15 00:00:00,2018-03-23 00:00:00,,,,None,,None,,SCBI-1011,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot08-Mar2018_d38994,Reserve Forest,,Plot08-Mar2018,111.99784,1.39903,2018-01-18 00:00:00,2018-03-18 00:00:00,,,,None,,None,,NRC123,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot07-Mar2018_d38993,Reserve Forest,,Plot07-Mar2018,111.99400,1.40039,2018-01-18 00:00:00,2018-03-20 00:00:00,,,,None,,None,,NRC119,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot09-Mar2018_d38995,Reserve Forest,,Plot09-Mar2018,112.00162,1.40046,2018-01-18 00:00:00,2018-02-18 00:00:00,,,,None,,None,,SCBI-68,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot12-Mar2018_d38998,Reserve Forest,,Plot12-Mar2018,111.99201,1.40484,2018-01-21 00:00:00,2018-03-19 00:00:00,,,,None,,None,,SI-07,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot15-Mar2018_d39001,Buffer Forest,,Plot15-Mar2018,112.00831,1.41190,2018-01-13 00:00:00,2018-02-03 00:00:00,,,,None,,None,,SCBI-51,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot48-Mar2018_d39034,Reserve Forest,,Plot48-Mar2018,111.99307,1.38899,2018-01-20 00:00:00,2018-03-16 00:00:00,,,,None,,None,,SI-1003,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot33-Mar2018_d39019,Sanctuary Forest,,Plot33-Mar2018,112.00983,1.41524,2018-01-19 00:00:00,2018-03-26 00:00:00,,,,None,,None,,SCBI-63,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot39-Mar2018_d39025,Sanctuary Forest,,Plot39-Mar2018,112.02428,1.42094,2018-01-11 00:00:00,2018-03-22 00:00:00,,,,None,,None,,NRC-114,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot14-Mar2018_d39000,Reserve Forest,,Plot14-Mar2018,111.99928,1.39225,2018-01-20 00:00:00,2018-03-16 00:00:00,,,,None,,None,,YAG-10,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot45-Mar2018_d39031,Sanctuary Forest,,Plot45-Mar2018,112.01266,1.43755,2018-01-16 00:00:00,2018-03-17 00:00:00,,,,None,,None,,FONZ-02,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot13-Mar2018_d38999,Reserve Forest,,Plot13-Mar2018,111.99262,1.40981,2018-01-21 00:00:00,2018-03-19 00:00:00,,,,None,,None,,SI-09,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot34-Mar2018_d39020,Sanctuary Forest,,Plot34-Mar2018,112.01388,1.41566,2018-01-13 00:00:00,2018-03-22 00:00:00,,,,None,,None,,SCBI-56,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot10-Mar2018_d38996,Reserve Forest,,Plot10-Mar2018,111.98550,1.40476,2018-01-21 00:00:00,2018-03-18 00:00:00,,,,None,,None,,SCBI-49,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot11-Mar2018_d38997,Reserve Forest,,Plot11-Mar2018,111.98035,1.40998,2018-01-21 00:00:00,2018-03-18 00:00:00,,,,None,,None,,0,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot44-Mar2018_d39030,Sanctuary Forest,,Plot44-Mar2018,112.01313,1.44332,2018-01-16 00:00:00,2018-03-25 00:00:00,,,,None,,None,,FONZ-09,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot07-Jan2018_d38042,Reserve Forest,,Plot07-Jan2018,111.99400,1.40039,2017-11-21 00:00:00,2017-12-21 00:00:00,,,,None,,None,,NRC119,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot17-Mar2018_d39003,Buffer Forest,,Plot17-Mar2018,112.01824,1.41268,2018-01-13 00:00:00,2018-03-22 00:00:00,,,,None,,None,,SCBI-47,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot16-Mar2018_d39002,Buffer Forest,,Plot16-Mar2018,112.01359,1.41116,2018-01-12 00:00:00,2018-03-22 00:00:00,,,,None,,None,,0,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot18-Mar2018_d39004,Buffer Forest,,Plot18-Mar2018,112.00639,1.40089,2018-01-18 00:00:00,2018-03-23 00:00:00,,,,None,,None,,YAG-9,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot23-Mar2018_d39009,Sanctuary Forest,,Plot23-Mar2018,112.00882,1.42287,2018-01-14 00:00:00,2018-03-26 00:00:00,,,,None,,None,,0,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot25-Mar2018_d39011,Sanctuary Forest,,Plot25-Mar2018,112.00533,1.42268,2018-01-14 00:00:00,2018-03-25 00:00:00,,,,None,,None,,SI-11,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot30-Mar2018_d39016,Sanctuary Forest,,Plot30-Mar2018,112.02754,1.41805,2018-01-11 00:00:00,2018-03-22 00:00:00,,,,None,,None,,SCBI-55,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot26-Mar2018_d39012,Sanctuary Forest,,Plot26-Mar2018,112.00652,1.42851,2018-01-14 00:00:00,2018-03-25 00:00:00,,,,None,,None,,SI-12,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot31-Mar2018_d39017,Sanctuary Forest,,Plot31-Mar2018,112.01243,1.41957,2018-01-13 00:00:00,2018-03-26 00:00:00,,,,None,,None,,SI-11,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot27-Mar2018_d39013,Sanctuary Forest,,Plot27-Mar2018,112.00315,1.42940,2018-01-14 00:00:00,2018-03-25 00:00:00,,,,None,,None,,SCBI-69,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot24-Mar2018_d39010,Sanctuary Forest,,Plot24-Mar2018,112.00339,1.41835,2018-01-14 00:00:00,2018-03-25 00:00:00,,,,None,,None,,SCBI-1012,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot41-Mar2018_d39027,Sanctuary Forest,,Plot41-Mar2018,112.00906,1.44364,2018-01-16 00:00:00,2018-03-25 00:00:00,,,,None,,None,,FONZ-03,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot28-Mar2018_d39014,Sanctuary Forest,,Plot28-Mar2018,112.02124,1.41436,2018-01-11 00:00:00,2018-03-22 00:00:00,,,,None,,None,,SI-13,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot21-Mar2018_d39007,Sanctuary Forest,,Plot21-Mar2018,112.00695,1.41658,2018-01-14 00:00:00,2018-03-26 00:00:00,,,,None,,None,,YAG-05,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot20-Mar2018_d39006,Buffer Forest,,Plot20-Mar2018,112.00363,1.41058,2018-01-10 00:00:00,2018-02-03 00:00:00,,,,None,,None,,SCBI-53,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot22-Mar2018_d39008,Sanctuary Forest,,Plot22-Mar2018,112.01033,1.41866,2018-01-14 00:00:00,2018-03-26 00:00:00,,,,None,,None,,SCBI-1013,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot19-Mar2018_d39005,Buffer Forest,,Plot19-Mar2018,112.00227,1.40526,2018-01-18 00:00:00,2018-03-23 00:00:00,,,,None,,None,,YAG-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot46-May2018_d43912,Buffer Forest,,Plot46-May2018,112.00732,1.40814,2018-03-23 00:00:00,2018-05-17 00:00:00,,,,None,,None,,SI-1002,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot50-May2018_d43916,Buffer Forest,,Plot50-May2018,111.99641,1.42020,2018-03-23 00:00:00,2018-05-17 00:00:00,,,,None,,None,,SCBI-1011,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot19-May2018_d43885,Buffer Forest,,Plot19-May2018,112.00227,1.40526,2018-03-24 00:00:00,2018-05-05 00:00:00,,,,None,,None,,YAG-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot17-May2018_d43883,Buffer Forest,,Plot17-May2018,112.01824,1.41268,2018-03-22 00:00:00,2018-05-14 00:00:00,,,,None,,None,,SCBI-47,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot09-Jan2018_d38044,Reserve Forest,,Plot09-Jan2018,112.00162,1.40046,2017-11-21 00:00:00,2017-12-11 00:00:00,,,,None,,None,,SCBI-68,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot04-Jan2018_d38039,Reserve Forest,,Plot04-Jan2018,111.97739,1.39488,2017-11-11 00:00:00,2018-01-20 00:00:00,,,,None,,None,,NRC-134,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot45-May2018_d43964,Sanctuary Forest,,Plot45-May2018,112.01266,1.43755,2018-03-25 00:00:00,2018-04-03 00:00:00,,,,None,,None,,FONZ-02,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot01-May2018_d43867,Reserve Forest,,Plot01-May2018,111.98443,1.38705,2018-03-16 00:00:00,2018-05-01 00:00:00,,,,None,,None,,SCBI-46,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot06-May2018_d43872,Reserve Forest,,Plot06-May2018,111.99057,1.39679,2018-03-30 00:00:00,2018-05-21 00:00:00,,,,None,,None,,SCBI-62,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot05-May2018_d43871,Reserve Forest,,Plot05-May2018,111.97807,1.40016,2018-03-18 00:00:00,2018-05-20 00:00:00,,,,None,,None,,SCBI-57,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot07-May2018_d43873,Reserve Forest,,Plot07-May2018,111.99400,1.40039,2018-03-20 00:00:00,2018-03-20 00:00:00,,,,None,,None,,NRC119,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot08-May2018_d43874,Reserve Forest,,Plot08-May2018,111.99784,1.39903,2018-03-20 00:00:00,2018-05-13 00:00:00,,,,None,,None,,NRC123,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot10-May2018_d43876,Reserve Forest,,Plot10-May2018,111.98550,1.40476,2018-03-18 00:00:00,2018-05-21 00:00:00,,,,None,,None,,SCBI-49,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot15-May2018_d43881,Buffer Forest,,Plot15-May2018,112.00831,1.41190,2018-03-22 00:00:00,2018-05-14 00:00:00,,,,None,,None,,SCBI-51,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot26-May2018_d43945,Sanctuary Forest,,Plot26-May2018,112.00652,1.42851,2018-03-25 00:00:00,2018-05-15 00:00:00,,,,None,,None,,SI-12,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot23-May2018_d43942,Sanctuary Forest,,Plot23-May2018,112.00882,1.42287,2018-03-26 00:00:00,2018-05-16 00:00:00,,,,None,,None,,0,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot27-May2018_d43946,Sanctuary Forest,,Plot27-May2018,112.00315,1.42940,2018-03-25 00:00:00,2018-04-16 00:00:00,,,,None,,None,,SCBI-69,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot30-May2018_d43949,Sanctuary Forest,,Plot30-May2018,112.02754,1.41805,2018-03-22 00:00:00,2018-05-14 00:00:00,,,,None,,None,,SCBI-55,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot36-May2018_d43955,Sanctuary Forest,,Plot36-May2018,112.02224,1.41936,2018-03-22 00:00:00,2018-05-14 00:00:00,,,,None,,None,,FONZ-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot37-May2018_d43956,Sanctuary Forest,,Plot37-May2018,112.01308,1.42249,2018-03-26 00:00:00,2018-05-16 00:00:00,,,,None,,None,,FONZ-12,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot40-May2018_d43959,Sanctuary Forest,,Plot40-May2018,112.01592,1.41917,2018-03-22 00:00:00,2018-05-14 00:00:00,,,,None,,None,,YAG-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot42-May2018_d43961,Sanctuary Forest,,Plot42-May2018,112.00824,1.43917,2018-03-25 00:00:00,2018-05-15 00:00:00,,,,None,,None,,FONZ-04,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot43-May2018_d43962,Sanctuary Forest,,Plot43-May2018,112.00675,1.43407,2018-03-25 00:00:00,2018-04-29 00:00:00,,,,None,,None,,FONZ-01,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot41-May2018_d43960,Sanctuary Forest,,Plot41-May2018,112.00906,1.44364,2018-03-25 00:00:00,2018-05-15 00:00:00,,,,None,,None,,FONZ-03,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot44-May2018_d43963,Sanctuary Forest,,Plot44-May2018,112.01313,1.44332,2018-03-25 00:00:00,2018-05-15 00:00:00,,,,None,,None,,FONZ-09,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot29-Jan2018_d38064,Sanctuary Forest,,Plot29-Jan2018,112.02399,1.41649,2017-11-14 00:00:00,2018-03-22 00:00:00,,,,None,,None,,0,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot42-Mar2018_d39028,Sanctuary Forest,,Plot42-Mar2018,112.00824,1.43917,2018-01-16 00:00:00,2018-03-25 00:00:00,,,,None,,None,,FONZ-04,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot35-May2018_d43954,Sanctuary Forest,,Plot35-May2018,112.01889,1.41632,2018-03-22 00:00:00,2018-05-08 00:00:00,,,,None,,None,,SCBI-151,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot16-May2018_d43882,Buffer Forest,,Plot16-May2018,112.01359,1.41116,2018-03-22 00:00:00,2018-05-14 00:00:00,,,,None,,None,,0,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot25-May2018_d43944,Sanctuary Forest,,Plot25-May2018,112.00533,1.42268,2018-03-25 00:00:00,2018-05-15 00:00:00,,,,None,,None,,SI-11,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot04-May2018_d43870,Reserve Forest,,Plot04-May2018,111.97739,1.39488,2018-03-17 00:00:00,2018-04-04 00:00:00,,,,None,,None,,NRC-134,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot33-May2018_d43899,Sanctuary Forest,,Plot33-May2018,112.00983,1.41524,2018-03-26 00:00:00,2018-05-16 00:00:00,,,,None,,None,,SCBI-63,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot22-May2018_d43941,Sanctuary Forest,,Plot22-May2018,112.01033,1.41866,2018-03-26 00:00:00,2018-05-11 00:00:00,,,,None,,None,,SCBI-1013,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot28-May2018_d43947,Sanctuary Forest,,Plot28-May2018,112.02124,1.41436,2018-03-22 00:00:00,2018-05-14 00:00:00,,,,None,,None,,SI-13,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot02-July18_d46645,Reserve Forest,,Plot02-July18,111.98776,1.38292,2018-05-19 00:00:00,2018-07-21 00:00:00,,,,None,,None,,SI-05,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot42-Jan2018_d38077,Sanctuary Forest,,Plot42-Jan2018,112.00824,1.43917,2017-11-15 00:00:00,2018-01-16 00:00:00,,,,None,,None,,FONZ-04,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot12-May2018_d43878,Reserve Forest,,Plot12-May2018,111.99201,1.40484,2018-03-19 00:00:00,2018-05-20 00:00:00,,,,None,,None,,SI-07,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot06-July18_d46649,Reserve Forest,,Plot06-July18,111.99057,1.39679,2018-05-21 00:00:00,2018-07-22 00:00:00,,,,None,,None,,SCBI-62,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot03-July18_d46646,Reserve Forest,,Plot03-July18,111.98013,1.39128,2018-05-20 00:00:00,2018-07-22 00:00:00,,,,None,,None,,NRC-98,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot31-May2018_d43950,Sanctuary Forest,,Plot31-May2018,112.01243,1.41957,2018-03-26 00:00:00,2018-05-16 00:00:00,,,,None,,None,,SI-11,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot05-July18_d46648,Reserve Forest,,Plot05-July18,111.97807,1.40016,2018-05-20 00:00:00,2018-07-23 00:00:00,,,,None,,None,,SCBI-57,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot48-May2018_d43914,Reserve Forest,,Plot48-May2018,111.99307,1.38899,2018-03-16 00:00:00,2018-05-19 00:00:00,,,,None,,None,,SI-1003,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
